player_id,player,birth_year,hof,num_seasons,first_season,last_season
355,Hoot Gibson,,False,1,1949-50,1949-50
356,Howie Janotta,,False,1,1949-50,1949-50
357,Howie Schultz,,False,3,1949-50,1952-53
358,Jack Burmaster,,False,1,1949-50,1949-50
359,Jack Coleman,,False,9,1949-50,1957-58
360,Jack Cotton,,False,1,1949-50,1949-50
361,Jack Kerris,,False,4,1949-50,1952-53
362,Jack Parkinson,,False,1,1949-50,1949-50
363,Jack Phelan,,False,1,1949-50,1949-50
364,Jake Carter,,False,1,1949-50,1949-50
365,Jerry Nagel,,False,1,1949-50,1949-50
366,Jim Nolan,,False,1,1949-50,1949-50
367,Jimmy Darden,,False,1,1949-50,1949-50
368,Joe Bradley,,False,1,1949-50,1949-50
369,Joe Dolhon,,False,2,1949-50,1950-51
370,Joe Holland,,False,3,1949-50,1951-52
371,Joe Mullaney,,False,1,1949-50,1949-50
372,John Chaney,,False,1,1949-50,1949-50
373,John Hargis,,False,2,1949-50,1950-51
374,John Oldham,,False,2,1949-50,1950-51
375,John Pritchard,,False,1,1949-50,1949-50
376,Johnny Macknowski,,False,2,1949-50,1950-51
377,Johnny Orr,,False,1,1949-50,1949-50
378,Johnny Payak,,False,2,1949-50,1952-53
379,Ken Menke,,False,1,1949-50,1949-50
380,Leo Barnhorst,,False,5,1949-50,1953-54
381,Leo Kubiak,,False,1,1949-50,1949-50
382,Leroy Chollet,,False,2,1949-50,1950-51
383,Mac Otten,,False,1,1949-50,1949-50
384,Mal McMullen,,False,2,1949-50,1950-51
385,Marshall Hawkins,,False,1,1949-50,1949-50
386,Marv Schatzman,,False,1,1949-50,1949-50
387,Matt Mazza,,False,1,1949-50,1949-50
388,Max Morris,,False,1,1949-50,1949-50
389,Mike Todorovich,,False,2,1949-50,1950-51
390,Milo Komenich,,False,1,1949-50,1949-50
391,Murray Mitchell,,False,1,1949-50,1949-50
392,Murray Wier,,False,1,1949-50,1949-50
393,Nelson Bobb,,False,4,1949-50,1952-53
394,Normie Glick,,False,1,1949-50,1949-50
395,Paul Cloyd,,False,1,1949-50,1949-50
396,Paul Gordon,,False,1,1949-50,1949-50
397,Paul Walther,,False,6,1949-50,1954-55
398,Pep Saul,,False,6,1949-50,1954-55
399,Ralph Beard,,False,2,1949-50,1950-51
400,Ralph Johnson,,False,4,1949-50,1952-53
401,Ray Corley,,False,3,1949-50,1952-53
402,Red Owens,,False,2,1949-50,1951-52
403,Robert Hahn,,False,1,1949-50,1949-50
404,Rollie Seltz,,False,1,1949-50,1949-50
405,Ron Livingstone,,False,2,1949-50,1950-51
406,Slater Martin,,True,11,1949-50,1959-60
407,Stan Patrick,,False,1,1949-50,1949-50
408,Tony Lavelli,,False,2,1949-50,1950-51
409,Vern Gardner,,False,3,1949-50,1951-52
410,Vern Mikkelsen,,True,10,1949-50,1958-59
411,Vince Boryla,,False,5,1949-50,1953-54
412,Wah Wah Jones,,False,3,1949-50,1951-52
413,Walt Lautenbach,,False,1,1949-50,1949-50
414,Warren Perkins,,False,2,1949-50,1950-51
415,Wayne See,,False,1,1949-50,1949-50
416,Whitey Von Nieda,,False,1,1949-50,1949-50
417,Alan Sawyer,,False,1,1950-51,1950-51
418,Art Burris,,False,2,1950-51,1951-52
419,Bill Sharman,,True,11,1950-51,1960-61
420,Bob Cousy,,True,14,1950-51,1969-70
421,Bob Donham,,False,4,1950-51,1953-54
422,Bob Lavoy,,False,4,1950-51,1953-54
423,Cal Christensen,,False,5,1950-51,1954-55
424,Chuck Cooper,,True,6,1950-51,1955-56
425,Chuck Mrazovich,,False,1,1950-51,1950-51
426,Dick Schnittker,,False,6,1950-51,1957-58
427,Don Lofgran,,False,4,1950-51,1953-54
428,Don Rehfeldt,,False,2,1950-51,1951-52
429,Earl Lloyd,,True,9,1950-51,1959-60
430,Ed Beach,,False,1,1950-51,1950-51
431,Ed Gayda,,False,1,1950-51,1950-51
432,Gerry Calabrese,,False,2,1950-51,1951-52
433,Hank DeZonie,,False,1,1950-51,1950-51
434,Herb Scherer,,False,2,1950-51,1951-52
435,Ike Borsavage,,False,1,1950-51,1950-51
436,Jim Riffey,,False,1,1950-51,1950-51
437,Joe Hutton,,False,2,1950-51,1951-52
438,Joe McNamee,,False,2,1950-51,1951-52
439,Ken Murray,,False,3,1950-51,1954-55
440,Kevin O'Shea,,False,3,1950-51,1952-53
441,Larry Foust,,False,12,1950-51,1960-62
442,Leon Blevins,,False,1,1950-51,1950-51
443,Nat Clifton,,True,8,1950-51,1957-58
444,Norm Mager,,False,1,1950-51,1950-51
445,Paul Arizin,,True,10,1950-51,1960-62
446,Tommy O'Keefe,,False,1,1950-51,1950-51
447,Alfred McGuire,,True,4,1951-52,1954-55
448,Bill Tosheff,,False,3,1951-52,1953-54
449,Bob Wilson,,False,1,1951-52,1951-52
450,Chuck Share,,False,9,1951-52,1959-60
451,Dave Minor,,False,2,1951-52,1952-53
452,Dick Dickey,,False,1,1951-52,1951-52
453,Don Barksdale,,True,4,1951-52,1954-55
454,Don Savage,,False,2,1951-52,1956-57
455,Ed Dahler,,False,1,1951-52,1951-52
456,Elmer Behnke,,False,1,1951-52,1951-52
457,George King,1928.0,False,6,1951-52,1957-58
458,Jack Kiley,,False,2,1951-52,1952-53
459,Jake Fendley,,False,2,1951-52,1952-53
460,Jerry Fowler,,False,1,1951-52,1951-52
461,Jim Slaughter,,False,1,1951-52,1951-52
462,John McConathy,,False,1,1951-52,1951-52
463,John Pilch,,False,1,1951-52,1951-52
464,John Rennicke,,False,1,1951-52,1951-52
465,Lew Hitch,,False,6,1951-52,1956-57
466,Mel Hutchins,,False,7,1951-52,1957-58
467,Mel Payton,,False,2,1951-52,1952-53
468,Nate DeLong,,False,1,1951-52,1951-52
469,Neil Johnston,,True,8,1951-52,1958-59
470,Ralph O'Brien,,False,2,1951-52,1952-53
471,Ray Ragelis,,False,1,1951-52,1951-52
472,Sam Ranzino,,False,1,1951-52,1951-52
473,Wally Osterkorn,,False,4,1951-52,1954-55
474,Whitey Skoog,,False,6,1951-52,1956-57
475,Zeke Sinicola,,False,2,1951-52,1953-54
476,Al Masino,,False,2,1952-53,1953-54
477,Bill Mlkvy,,False,1,1952-53,1952-53
478,Blaine Denning,,False,1,1952-53,1952-53
479,Bob Lochmueller,,False,1,1952-53,1952-53
480,Bob Naber,,False,1,1952-53,1952-53
481,Bob Priddy,,False,1,1952-53,1952-53
482,Bucky McConnell,,False,1,1952-53,1952-53
483,Claude Overton,,False,1,1952-53,1952-53
484,Danny Finn,,False,3,1952-53,1954-55
485,Dick Bunt,,False,1,1952-53,1952-53
486,Dick Groat,,False,1,1952-53,1952-53
487,Dick Surhoff,,False,2,1952-53,1953-54
488,Don Hanrahan,,False,1,1952-53,1952-53
489,Don Henriksen,,False,2,1952-53,1954-55
490,Eddie Miller,,False,2,1952-53,1953-54
491,Gene Conley,,False,6,1952-53,1963-64
492,Gene Rhodes,,False,1,1952-53,1952-53
493,George McLeod,,False,1,1952-53,1952-53
494,Jack McCloskey,,False,1,1952-53,1952-53
495,Jack McMahon,,False,8,1952-53,1959-60
496,Jim Baechtold,,False,5,1952-53,1956-57
497,Jim Brasco,,False,1,1952-53,1952-53
498,Jim Holstein,,False,4,1952-53,1955-56
499,Jim Mooney,,False,1,1952-53,1952-53
500,John O'Boyle,,False,1,1952-53,1952-53
501,Mark Workman,,False,2,1952-53,1953-54
502,Mike O'Neill,,False,1,1952-53,1952-53
503,Mo Mahoney,,False,2,1952-53,1953-54
504,Moe Radovich,,False,1,1952-53,1952-53
505,Monk Meineke,,False,5,1952-53,1957-58
506,Pete Darcey,,False,1,1952-53,1952-53
507,Ralph Polson,,False,1,1952-53,1952-53
508,Sherwin Raiken,,False,1,1952-53,1952-53
509,Zeke Zawoluk,,False,3,1952-53,1954-55
510,Al Roges,,False,2,1953-54,1954-55
511,Bato Govedarica,,False,1,1953-54,1953-54
512,Bill Bolger,,False,1,1953-54,1953-54
513,Billy Kenville,,False,6,1953-54,1959-60
514,Bob Houbregs,,True,5,1953-54,1957-58
515,Bob Peterson,,False,3,1953-54,1955-56
516,Clyde Lovellette,,True,11,1953-54,1963-64
517,Connie Rea,,False,1,1953-54,1953-54
518,Dick Knostman,,False,1,1953-54,1953-54
519,Don Ackerman,,False,1,1953-54,1953-54
520,Don Asmonga,,False,1,1953-54,1953-54
521,Don Sunderlage,,False,2,1953-54,1954-55
522,Ed Earle,,False,1,1953-54,1953-54
523,Ed Smith,,False,1,1953-54,1953-54
524,Ernie Barrett,,False,2,1953-54,1955-56
525,Ernie Beck,,False,7,1953-54,1960-61
526,Frank Reddout,,False,1,1953-54,1953-54
527,Gene Dyker,,False,1,1953-54,1953-54
528,George Yardley,,True,7,1953-54,1959-60
529,Hal Uplinger,,False,1,1953-54,1953-54
530,Irv Bemoras,,False,2,1953-54,1956-57
531,Isaac Walthour,,False,1,1953-54,1953-54
532,Jack George,,False,8,1953-54,1960-61
